SMILES,Lab,RT
CCCCCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,Kings_College_Hospital,10.007
CNC(C)Cc1cccs1,Kings_College_Hospital,4.434
CCNC(C)Cc1ccc2c(c1)OCO2,Kings_College_Hospital,5.664
CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,Kings_College_Hospital,7.573
OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Kings_College_Hospital,7.737
NC1Cc2ccc(I)cc2C1,Kings_College_Hospital,6.24
CCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,Kings_College_Hospital,10.062
CCCCCn1cc(C(=O)Cc2ccccc2Cl)c2ccccc21,Kings_College_Hospital,10.297
NCC1(CC(=O)O)CCCCC1,Kings_College_Hospital,4.641
O=C1Nc2ccc(Br)cc2C(c2ccccn2)=NC1O,Kings_College_Hospital,6.988
CNC(C)Cc1ccc2c(c1)OCO2,Kings_College_Hospital,5.369
CN1CCCCC1Cn1cc(C(=O)c2ccccc2I)c2ccccc21,Kings_College_Hospital,7.712
CCOC(=O)C1(c2ccccc2)CCC=CC1NC,Kings_College_Hospital,6.56
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,Kings_College_Hospital,4.939
NC1(c2ccccc2Cl)CCC=CC1=O,Kings_College_Hospital,5.45
CC(C)CC(CN)CC(=O)O,Kings_College_Hospital,4.484
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,Kings_College_Hospital,5.32
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,Kings_College_Hospital,7.644
CNC(C)Cc1ccc(OC)cc1,Kings_College_Hospital,5.447
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,Kings_College_Hospital,9.49
CCc1ccc(C(=O)C(C)NC)cc1,Kings_College_Hospital,6.217
CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,Kings_College_Hospital,6.593
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,Kings_College_Hospital,7.508
CC(N)Cc1ccc2ccoc2c1,Kings_College_Hospital,5.798
NC1(c2ccccc2Cl)CCCCC1=O,Kings_College_Hospital,5.824
CNC(C)C(=O)c1cccc(F)c1,Kings_College_Hospital,4.578
O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,Kings_College_Hospital,7.706
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,Kings_College_Hospital,8.122
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,Kings_College_Hospital,7.98
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,Kings_College_Hospital,7.782
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,Kings_College_Hospital,4.934
CNC(C)C(O)c1ccccc1,Kings_College_Hospital,4.441
OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Kings_College_Hospital,7.96
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,Kings_College_Hospital,8.47
CCC(=O)N(c1ccccc1)C1CCNCC1,Kings_College_Hospital,5.916
CCC(c1cccc(O)c1)C(C)CN(C)C,Kings_College_Hospital,6.285
CCNC(C)C(=O)c1ccc2c(c1)OCO2,Kings_College_Hospital,5.341
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,Kings_College_Hospital,7.312
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,Kings_College_Hospital,8.83
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,Kings_College_Hospital,7.454
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Kings_College_Hospital,6.625
COc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,Kings_College_Hospital,4.857
CNC(C)C(=O)c1ccc(OC)cc1,Kings_College_Hospital,5.201
CCCC(NC)C(=O)c1ccc2c(c1)OCO2,Kings_College_Hospital,6.189
Clc1cccc(N2CCNCC2)c1,Kings_College_Hospital,6.121
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,Kings_College_Hospital,7.89
CC(N)C(=O)c1ccccc1,Kings_College_Hospital,4.267
COc1cc(CCN)cc(OC)c1OC,Kings_College_Hospital,5.127
CNC(C)C(=O)c1ccc(F)cc1,Kings_College_Hospital,4.57
COc1cccc(C2(O)CCCCC2CN(C)C)c1,Kings_College_Hospital,6.177
Nc1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2,Kings_College_Hospital,6.441
CC(C)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(N)=O,Labor_Krone,10.3
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,Labor_Krone,3.46
CCCCCn1c2ccccc2c2cc(C(=O)c3cccc4ccccc34)ccc21,Labor_Krone,12.57
CCCCCn1cc(C(=O)Oc2cccc3cccnc23)c2ccccc21,Labor_Krone,11.89
Cc1c(C(=O)c2cccc3ccccc23)c2ccccc2n1CCCCCO,Labor_Krone,11.43
CC(C)(C)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(N)=O,Labor_Krone,11.12
O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,Labor_Krone,11.6
CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,Labor_Krone,4.83
O=C(c1cccc2ccccc12)c1cn(CCCCO)c2ccccc12,Labor_Krone,11.1
CCCCCn1cc(C(=O)O)c2ccccc21,Labor_Krone,11.2
COC(=O)C(NC(=O)c1nn(CCCCCF)c2ccccc12)C(C)(C)C,Labor_Krone,11.73
O=C(O)CCCCn1cc(C(=O)Oc2cccc3cccnc23)c2ccccc21,Labor_Krone,10.55
CC1(C)C(C(=O)c2cn(CCCCCF)c3ccccc23)C1(C)C,Labor_Krone,11.94
O=C(Oc1cccc2cccnc12)c1cn(Cc2ccc(F)cc2)c2ccccc12,Labor_Krone,11.7
O=C(Cc1ccccc1Cl)c1cn(CCCCCO)c2ccccc12,Labor_Krone,11.23
CC(C)C(NC(=O)c1nn(CC2CCC(O)CC2)c2ccccc12)C(N)=O,Labor_Krone,7.07
Cc1ccc(C(=O)c2cn(CCCC(O)CF)c3ccccc23)c2ccccc12,Labor_Krone,11.46
O=C(c1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,Labor_Krone,11.76
O=C(Oc1cccc2cccnc12)c1cn(CC2CCCCC2)c2ccccc12,Labor_Krone,12.03
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,Labor_Krone,12.24
CC(=O)CCCn1cc(C(=O)c2ccc(O)cc2)c2ccccc21,Labor_Krone,8.55
O=C(NCc1ccccc1)c1cn(CCCCCF)c2ccccc12,Labor_Krone,11.37
O=C(Oc1cccc2cccnc12)c1cn(CCCCCF)c2ccccc12,Labor_Krone,11.64
COC(=O)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(C)C,Labor_Krone,11.66
O=C(c1cccc2ccccc12)c1cn(CCCC(O)CF)c2ccccc12,Labor_Krone,11.3
CC(C)(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(N)=O,Labor_Krone,11.68
COC(=O)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(C)(C)C,Labor_Krone,12.22
O=C(Nc1cccc2ccccc12)c1nn(CCCCCF)c2ccccc12,Labor_Krone,11.86
O=C(O)c1cn(CCCCCF)c2ccccc12,Labor_Krone,9.44
CCCCCn1cc(C(=O)C23CC4CC(CC(C4)C2)C3)c2ccccc21,Labor_Krone,12.59
O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(CCCCCO)c2ccccc12,Labor_Krone,11.78
O=C(O)c1cn(CC2CCCCC2)c2ccccc12,Labor_Krone,11.5
O=C(c1cccc2ccccc12)c1cn(CCN2CCOCC2)c2cc(O)ccc12,Labor_Krone,6.77
CC(C)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(=O)O,Labor_Krone,11.15
CCOC(=O)C1(c2ccccc2)CCC=CC1NC,Labor_Krone,4.61
COc1ccccc1C(=O)c1cn(CCCCC(=O)O)c2ccccc12,Labor_Krone,9.26
CN1CCCCC1Cn1cc(C(=O)C23CC4CC(CC(C4)C2)C3)c2ccccc21,Labor_Krone,10.21
O=C(c1cccc2ccccc12)c1cn(CCCCCCO)c2ccccc12,Labor_Krone,11.49
CCCCCn1nc(C(=O)NC(C(N)=O)C(C)C)c2ccccc21,Labor_Krone,11.22
CC(O)CCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,Labor_Krone,11.63
CCCCCn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,Labor_Krone,12.29
CC(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(=O)O,Labor_Krone,11.68
CC(C)C(NC(=O)c1nn(CCCC(O)CF)c2ccccc12)C(N)=O,Labor_Krone,6.52
CCCCCn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,Labor_Krone,12.83
CCCCCn1cc(C(=O)Cc2ccccc2C)c2ccccc21,Labor_Krone,11.97
O=C(Oc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,Labor_Krone,11.92
CC(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(N)=O,Labor_Krone,11.48
COC(=O)C(NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)(C)C,Labor_Krone,11.96
COc1ccc(C(=O)c2cn(CCCCC(=O)O)c3ccccc23)c2ccccc12,Labor_Krone,11.33
O=C(Oc1cccc2cccnc12)c1nn(CCCCCF)c2ccccc12,Labor_Krone,11.57
Cc1ccc(C(=O)c2cn(CCCCCF)c3ccccc23)c2ccccc12,LADR,8.75
CNC(C)C(=O)c1ccc(C)c(C)c1,LADR,4.24
CCCCC(C(=O)c1ccc(C)cc1)N1CCCC1,LADR,5.28
c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1,LADR,5.07
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,LADR,5.61
CCNC(C)C(=O)c1ccccc1,LADR,3.09
COC(=O)C(NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)(C)C,LADR,8.28
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,LADR,7.52
COC(=O)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(C)C,LADR,8.39
CCCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,LADR,4.65
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,LADR,6.47
CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,LADR,7.77
CCC(Cc1ccc2c(c1)OCO2)NC,LADR,3.91
CC(C)(c1ccccc1)n1ccc2c(c1=O)c1ccccc1n2CCCCCF,LADR,8.34
CNC(C)C(=O)c1cccc(F)c1,LADR,2.74
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,LADR,4.54
CCCCCn1c2ccccc2c2c(=O)n(C(C)(C)c3ccccc3)ccc21,LADR,8.56
CNC(C)C(=O)c1ccc2c(c1)OCO2,LADR,3.17
CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,LADR,4.88
CC1NCCOC1c1cccc(F)c1,LADR,3.15
COC(=O)C(c1ccccc1)C1CCCCN1,LADR,4.31
CNC(C)C(=O)c1ccccc1,LADR,2.76
CN1C2CCC1CC(OC(=O)c1ccc(F)cc1)C2,LADR,4.38
C=CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,LADR,5.29
COC(=O)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(C)(C)C,LADR,7.75
CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,LADR,5.56
COC(=O)C(NC(=O)c1cn(CCCCCF)c2cccnc12)C(C)(C)C,LADR,7.85
CNC(C)Cc1ccc(OC)cc1,LADR,3.43
COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1,LADR,6.99
COC(=O)C(NC(=O)c1cn(CC2CCCCC2)c2ncccc12)C(C)C,LADR,7.55
COC(=O)C(NC(=O)c1cn(CCCCO)c2ccccc12)C(C)(C)C,LADR,6.82
CCNC(C)Cc1ccc2c(c1)OCO2,LADR,3.72
NC(=O)C(Cc1ccccc1)NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12,LADR,7.58
CC(C)C(NC(=O)c1cn(Cc2ccc(F)cc2)c2ccccc12)C(=O)O,LADR,7.27
CNC(C)C(O)c1ccccc1,LADR,2.45
COC(=O)C(NC(=O)c1nn(CCCCO)c2ccccc12)C(C)(C)C,LADR,6.93
CN(C)CCc1c[nH]c2ccc(O)cc12,LADR,1.93
CNC1(c2ccccc2Cl)CCCCC1=O,LADR,4.32
CC(C)C(=O)N(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1,LADR,6.01
CNC(C)C(=O)c1ccc(C)cc1,LADR,3.62
O=C(Oc1cccc2cccnc12)c1cn(Cc2ccc(F)cc2)c2ccccc12,LADR,8.4
C=CCCCn1nc(C(=O)NC(C(=O)O)C(C)(C)C)c2ccccc21,LADR,7.56
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1,LADR,7.59
CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,LADR,5.83
CC(C)(NC(=O)c1nn(CCCC(=O)O)c2ccccc12)c1ccccc1,LADR,7.18
c1ccc(CN2CCNCC2)cc1,LADR,2.09
CC(C)OC(=O)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(C)(C)C,LADR,8.3
CN(C)CCc1c[nH]c2cccc(O)c12,LADR,1.93
CCCCCn1cc(C(=O)NC(Cc2ccccc2)C(=O)OC)c2ccccc21,LADR,8.11
O=S(=O)(N=C1CCCCN1CCc1ccccc1)c1ccc(Cl)cc1,LADR,7.99
N#CCCCCn1nc(C(=O)NCc2ccccc2)c2ccccc21,LADR,7.26
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,LADR,7.09
CCC(=O)N(c1ccccc1)C1CCNCC1,LADR,4.04
O=C(c1ccco1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,LADR,5.54
CCCC(NC)C(=O)c1ccccc1,LADR,3.89
CC(C)(C)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(=O)O,LADR,7.29
CCCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,LADR,5.86
FC(F)(F)c1cccc(N2CCNCC2)c1,LADR,4.12
O=C(c1cccc2ccccc12)c1cn(CCN2CCOCC2)c2ccccc12,LADR,7.67
CCN(CC)CC(C)(C)COC(=O)c1ccc(N)cc1,LADR,3.99
COC1=CC(=O)OC(C=Cc2ccccc2)C1,LADR,6.94
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,LADR,5.73
CCC1CN2CCc3c([nH]c4cccc(OC)c34)C2CC1C(=COC)C(=O)OC,LADR,5.73
CC(N)C(=O)c1ccccc1,LADR,2.44
COC(=O)C(NC(=O)c1cn(CCCCF)c2ccccc12)C(C)(C)C,LADR,7.52
CCCCCn1cc(C(=O)c2ccc(CC)c3ccccc23)c2ccccc21,LADR,9.06
O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1,LADR,6.96
CC(C)(NC(=O)c1nn(CC2CCC2)c2ccccc12)c1ccccc1,LADR,8.38
CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,LADR,8.76
CCCCCn1nc(C(=O)Nc2cccc3cccnc23)c2ccccc21,Mainz,20.22
COc1ccc(C(=O)N2CCN(C)CC2)cc1,Mainz,8.5
CCCC(=O)N(c1ccc(OC)cc1)C1CCN(CCc2ccccc2)CC1,Mainz,16.17
CCCC(C(=O)c1ccc2c(c1)CCCC2)N1CCCC1,Mainz,16.27
COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,Mainz,15.29
COC(=O)C(NC(=O)c1nn(CCCCCO)c2ccccc12)C(C)C,Mainz,14.28
CCCCCCn1cc(C(=O)c2cccc3ccccc23)c2cc(O)ccc21,Mainz,18.2
CCCCCC(C)n1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,Mainz,20.17
Cc1ccc(C(=O)c2cn(CCCC(C)O)c3ccccc23)c2ccccc12,Mainz,16.43
CCNC(C)C(=O)c1cccc(C)c1,Mainz,8.75
O=C(c1cccc2ccccc12)c1cn(CCCCCCO)c2ccccc12,Mainz,16.28
CCC(NC)C(=O)c1ccccc1,Mainz,7.26
O=C(c1ccc(Cl)c2ccccc12)c1cn(CCCCCF)c2ccccc12,Mainz,18.65
c1cc2c(cc1CN1CCNCC1)OCO2,Mainz,6.4
CN1CCCCC(n2cc(C(=O)C34CC5CC(CC(C5)C3)C4)c3ccccc32)C1,Mainz,20.19
CCNC(C)C(=O)c1ccc2c(c1)OCO2,Mainz,6.51
CCSc1cc(OC)c(CC(C)N)cc1OC,Mainz,10.39
COc1cc(CCNCc2cccc3c2OCO3)c(OC)cc1I,Mainz,15.14
CC(C)N(C)CCc1c[nH]c2ccccc12,Mainz,6.9
CC1(C)C(C(=O)c2cn(CCCCCBr)c3ccccc23)C1(C)C,Mainz,19.3
CC(C)(C)C(NC(=O)c1cn(Cc2ccccc2)c2ccccc12)C(N)=O,Mainz,15.72
O=C(O)CCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,Mainz,12.7
CN1CCCCC1Cn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,Mainz,18.19
COC(=O)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(C)(C)C,Mainz,16.61
COC(=O)C(c1ccc(C)cc1)C1CCCCN1,Mainz,11.12
COc1ccc2[nH]cc(CCN(C)C(C)C)c2c1,Mainz,6.88
CNC(C)Cc1ccc2c(c1)CCO2,Mainz,6.41
CCCCCn1cc(C(=O)c2ccc(CC)c3ccccc23)c2ccccc21,Mainz,20.12
CCN(C)CCc1c[nH]c2cccc(OC(C)=O)c12,Mainz,6.65
C=CCCCn1nc(C(=O)NC(C(=O)OC)C(C)(C)C)c2ccccc21,Mainz,18.01
O=C(c1cccc2ccccc12)c1cn(CCN2CCOCC2)c2cc(O)ccc12,Mainz,13.81
CC1COC(c2ccccc2)CN1,Mainz,6.74
CCNC(C)C(=O)c1cccc(Cl)c1,Mainz,9.79
COc1ccc(C(=O)c2cn(CCCCC(=O)O)c3ccccc23)c2ccccc12,Mainz,13.98
CCNC(Cc1ccccc1)c1ccccc1,Mainz,11.51
NC1Cc2ccc(I)cc2C1,Mainz,8.99
CC(C)(NC(=O)c1cn(CCCCCF)c2ccccc12)c1ccccc1,Mainz,16.72
CNC1(c2ccccc2Cl)CCCCC1=O,Mainz,11.45
CC(O)CCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,Mainz,15.61
CCCCC(C(=O)c1ccc(OC)c(OC)c1)N1CCCC1,Mainz,11.81
CCCCCn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,Mainz,20.86
COC(=O)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(C)(C)C,Mainz,19.53
CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,Mainz,18.91
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Mainz,12.37
NC1Cc2cc3c(cc2C1)OCO3,Mainz,4.03
CCCCCn1cc(C(=O)Cc2ccccc2OC)c2ccccc21,Mainz,18.13
CCNC(C)Cc1ccccc1,Mainz,6.58
O=C(c1cn(CCCCCF)c2ccccc12)C12CC3CC(CC(C3)C1)C2,Mainz,19.22
CCC(N)Cc1c[nH]c2ccccc12,Mainz,8.02
CCCCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,Mainz,19.31
COc1cc(SC(C)C)c(OC)cc1CCNCc1ccccc1OC,Mainz,14.71
CNC1(c2ccccc2OC)CCCCC1=O,Mainz,7.96
CCNC(C)C(=O)c1ccc(F)cc1,Mainz,7.12
CCN(CC)CC(C)(C)COC(=O)c1ccc(N)cc1,Mainz,9.64
CCC(C(=O)c1ccc2c(c1)CCC2)N1CCCC1,Mainz,13.06
CCCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1,Mainz,20.34
CCCCCn1nc(C(=O)NC(C(=O)OC)C(C)(C)C)c2ccccc21,Mainz,18.71
CC1(C)C(C(=O)c2cn(CCCCCF)c3ccccc23)C1(C)C,Mainz,18.22
CCNC(C)C(=O)c1ccccc1,Mainz,6.37
C=CCN(CC=C)CCc1c[nH]c2cccc(O)c12,Mainz,9.54
O=C(NCc1ccccc1)c1cn(CCCCCF)c2ccccc12,Mainz,15.44
O=C(Oc1cccc2cccnc12)c1cn(CC2CCCCC2)c2ccccc12,Mainz,19.0
CCc1ccc(C(=O)C(C)NC)cc1,Mainz,9.68
Cc1nc2ccccc2c(=O)n1-c1ccccc1Br,Mainz,12.25
CCOC(=O)C(c1ccccc1)C1CCCCN1,Mainz,10.76
CCc1ccc(C(=O)c2cn(CCCC(C)O)c3ccccc23)c2ccccc12,Mainz,17.17
CSc1ccc(CC(C)N)cc1,Mainz,8.28
CC(N)C(=O)c1ccccc1,Mainz,4.09
CC(O)CCCn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,Mainz,16.63
CCCCCn1nc(C(=O)OC23CC4CC(CC(C4)C2)C3)c2ccccc21,Mainz,21.31
CCNC(CC)C(=O)c1ccc2c(c1)OCO2,Mainz,8.42
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1C,Mainz,20.17
COc1cc(C(C)C)c(OC)cc1CC(C)N,Mainz,12.42
CC1(C)C(C(=O)c2cn(CCCC(O)CF)c3ccccc23)C1(C)C,Mainz,15.52
CCCCCn1cc(C(=O)c2cccc3ccccc23)c2cc(O)ccc21,Mainz,17.37
COC(=O)C(NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)C,Mainz,18.21
CNC(C)C(=O)c1ccccc1C,Mainz,7.45
COc1cc(CC(C)N)c(OC)cc1Br,Mainz,9.66
CC(O)CCCn1cc(C(=O)Cc2ccccc2Cl)c2ccccc21,Mainz,15.2
CN(C)C1CCCCC1N(C)C(=O)c1ccc(Cl)c(Cl)c1,Mainz,14.8
CCCCCn1cc(C(=O)Nc2cccc3ccccc23)c2ccccc21,Mainz,17.91
CCCC(C(=O)c1ccc2c(c1)CCO2)N1CCCC1,Mainz,10.98
O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1,Mainz,13.62
NC(=O)C(Cc1ccccc1)NC(=O)c1cn(CCCCCF)c2ccccc12,Mainz,14.91
CCCc1cc(OC)c(CC(C)N)cc1OC,Mainz,12.61
CCOC(=O)C(c1ccc2ccccc2c1)C1CCCCN1,Mainz,14.0
CNC(C)C(=O)c1cccc(C)c1C,Mainz,9.53
CNC(C)C(=O)c1cccc(C)c1,Mainz,7.73
CC(C)(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(N)=O,Mainz,18.05
O=C(O)c1cn(CC2CCCCC2)c2ccccc12,Mainz,15.1
CCCCCn1cc(C(=O)c2cccc3ccc(CC)cc23)c2ccccc21,Mainz,20.04
Cc1ccc(C(=O)Oc2cccc3cccnc23)cc1S(=O)(=O)N1CCC(F)(F)CC1,Mainz,15.24
CNC(C)C(=O)c1ccc(C)c(C)c1,Mainz,9.38
CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccc(O)cc21,Mainz,16.14
O=C(Oc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,Mainz,18.9
CC(C)(NC(=O)c1cn(CCCCCF)c2ncccc12)c1ccccc1,Mainz,15.42
CCCCCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,Mainz,18.0
CCC1CN2CCc3c([nH]c4cccc(OC)c34)C2CC1C(=COC)C(=O)OC,Mainz,15.37
COC(=O)C(NC(=O)c1cn(CCCCCF)c2ncccc12)C(C)(C)C,Mainz,15.33
CCCCCn1cc(C(=O)Cc2ccccc2Cl)c2ccccc21,Mainz,18.67
CCCc1ccc(C(=O)c2cn(CCC)c3ccccc23)c2ccccc12,Mainz,19.38
CCNC(C)C(=O)c1ccc(Cl)cc1,Mainz,9.68
CCCCCn1cc(C(=O)Cc2ccccc2C)c2ccccc21,Mainz,18.6
COC(=O)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(C)(C)C,Mainz,17.56
COC(=O)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(C)C,Mainz,18.73
CC(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(=O)O,Mainz,14.92
O=C(O)CCCCn1cc(C(=O)Oc2cccc3cccnc23)c2ccccc21,Mainz,12.72
COc1cc(CCNCc2ccccc2F)c(OC)cc1Br,Mainz,14.92
O=C(Nc1cccc2ccccc12)c1cn(Cc2ccc(F)cc2)c2ccccc12,Mainz,16.86
CCCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,Mainz,18.55
CCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,Mainz,17.63
CCN(C)CCc1c[nH]c2cccc(O)c12,Mainz,3.81
Cc1c(C(=O)c2cccc3ccccc23)c2ccccc2n1CCCCCO,Mainz,16.13
Cc1ccc(C(=O)c2cn(CCCCC(=O)O)c3ccccc23)c2ccccc12,Mainz,14.19
CCC(NC)C(=O)c1ccc(F)cc1,Mainz,8.01
CCC(NC)C(=O)c1cccc(C)c1,Mainz,9.55
CCCN(CCC)CCc1c[nH]c2ccccc12,Mainz,9.71
CCCC(NC)C(=O)c1ccc(Cl)cc1,Mainz,12.44
CC(N)Cc1ccc2c(c1)CCO2,Mainz,6.03
COc1ccc2[nH]cc(CCN(C)C)c2c1,Mainz,5.57
CC(O)CCCn1nc(C(=O)NC(C(N)=O)C(C)C)c2ccccc21,Mainz,12.29
c1ccc(CC(c2ccccc2)N2CCCCC2)cc1,Mainz,14.47
CC(C)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(N)=O,Mainz,14.05
CNC(C)C(=O)c1ccccc1Cl,Mainz,7.9
CCc1cc(OC)c(CC(C)N)cc1OC,Mainz,11.13
CCc1ccc(C(=O)c2cn(CCCCC(=O)O)c3ccccc23)c2ccccc12,Mainz,15.05
CC(C)(c1ccccc1)n1ccc2c(c1=O)c1ccccc1n2CC1CC2CCC1C2,Mainz,19.282
CCCCCn1cc(C(=O)c2cccc3cccc(Br)c23)c2ccccc21,Mainz,18.66
CCCCCCC(C(=O)c1ccc(F)cc1)N1CCCC1,Mainz,17.63
CNC(C)C(O)c1ccc(F)cc1,Mainz,4.54
CCC(NC)C(=O)c1ccc2c(c1)OCO2,Mainz,7.36
CC(C)(C)C(NC(=O)c1cn(CCCCCF)c2ncccc12)C(=O)O,Mainz,12.23
CC(C)(C)C(NC(=O)c1nn(Cc2ccccc2)c2ccccc12)C(N)=O,Mainz,15.84
COc1ccccc1C(Cc1ccccc1)N1CCCCC1,Mainz,12.31
CC(O)CCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,Mainz,15.32
CCCC(NCC)C(=O)c1ccc2c(c1)OCO2,Mainz,10.29
CNC(C)C(=O)c1ccccc1F,Mainz,5.66
CC(N)Cc1ccc2[nH]ccc2c1,Mainz,4.83
CCCC(NC)C(=O)c1ccc2ccccc2c1,Mainz,13.43
